id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01637_c0	=	Cytosol_0	(63760_gene or 63760_gene)	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00023[c0] + (1)  cpd00918[c0] <=> (1)  cpd00024[c0] + (1)  cpd00342[c0]	(1)  L-Glutamate[c0] + (1)  2-Acetamido-5-oxopentanoate[c0] <=> (1)  2-Oxoglutarate[c0] + (1)  N-Acetylornithine[c0]	rxn01637	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
R-RXN2T-45-308-45-L2R_c0	=	Cytosol_0	44438_gene	CustomReaction_c0				(1)  cpd00080[c0] + (1)  cpd01393[c0] <=> (1)  M-CPD2T-45-69_c0[c0] + (1)  cpd00010[c0]	(1)  Glycerol-3-phosphate[c0] + (1)  Icosanoyl-CoA[c0] <=> (1)  1-arachadoylglycerol 3-phosphate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-284-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] + (1)  cpd00134[c0] <=> (1)  M-CPD2T-45-23_c0[c0] + (1)  cpd00010[c0]	(1)  1-oleyl-2-lyso-phosphatidate[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  1-16:0-2-18:1-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-134-45-L2R_c0	=	Cytosol_0	149901_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  cpd03014[c0]	(1)  beta-D-Glucose[c0] <=> (1)  Fructose(pyranose) [c0]	rxn00000				
R-RXN2T-45-160-45-L2R_c0	=	Cytosol_0	121348_gene	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd25852[c0] <=> (1)  cpd00267[c0] + (1)  cpd00536[c0]	(1)  H2O[c0] + (1)  4-sphingenine-18:1[c0] <=> (1)  Sphingoid[c0] + (1)  Oleate[c0]	rxn00000				
R-RXN2T-45-287-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-32_c0[c0] + (1)  cpd00134[c0] <=> (1)  cpd00010[c0] + (1)  cpd25122[c0]	(1)  1-linoleyl-2-lyso-phosphatidate[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  CoA[c0] + (1)  1-16:0-2-18:2-phosphatidate[c0]	rxn00000				
R-RXN2T-45-305-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  M-L-45-1-45-LYSOPHOSPHATIDATE_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25126[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-oleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-18:0-2-18:3-phosphatidate[c0]	rxn00000				
R-RXN2T-45-290-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  M-CPD2T-45-34_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25131[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-linoleneoyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1,2-(9Z, 12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-TRANS-45-RXN2T-45-190-45-MAL-47--47-MAL-46-9-46--45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	113141_gene	CustomReaction_e0				(1)  cpd00130[e0] <=> (1)  cpd00130[c0]	(1)  L-Malate[e0] <=> (1)  L-Malate[c0]	rxn00000				
R-RXN-45-9615-45-L2R-91-CCO-45-MIT-93_m0	=	m_0	113192_gene	CustomReaction_m0				(1)  M-AMMONIUM_c0[c0] <=> (1)  M-AMMONIUM-91-CCO-45-MIT-93_m0[m0]	(1)  ammonium[c0] <=> (1)  ammonium[m0]	rxn00000				
R-RXN2T-45-300-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-34_c0[c0] + (1)  cpd00327[c0] <=> (1)  cpd00010[c0] + (1)  cpd25127[c0]	(1)  1-linoleneoyl-2-lyso-phosphatidate[c0] + (1)  strcoa[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z, 12Z-octadecadienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-RXN2T-45-298-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-26_c0[c0] + (1)  M-CPD2T-45-34_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25129[c0]	(1)  oleoyl-CoA[c0] + (1)  1-linoleneoyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z,12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
R-TRANS-45-RXN2T-45-91-45-GLUCONATE-47-PROTON-47--47-GLUCONATE-47-PROTON-46-35-46--45-L2R-91-CCO-45-PM-45-FUNGI-93_e0	=	Extracellular_0	153825_gene	CustomReaction_e0				(1)  cpd00067[e0] + (1)  cpd00222[e0] <=> (1)  cpd00067[c0] + (1)  cpd00222[c0]	(1)  H+[e0] + (1)  GLCN[e0] <=> (1)  H+[c0] + (1)  GLCN[c0]	rxn00000				
R-ATPSYN-45-RXN-45-L2R-91-CCO-45-MIT-93_m0	=	m_0	122024_gene	CustomReaction_m0				(1)  cpd00008[m0] + (1)  cpd00009[m0] + (4)  cpd00067[c0] <=> (1)  cpd00001[m0] + (1)  cpd00002[m0] + (3)  cpd00067[m0]	(1)  ADP[m0] + (1)  Phosphate[m0] + (4)  H+[c0] <=> (1)  H2O[m0] + (1)  ATP[m0] + (3)  H+[m0]	rxn00000				
R-NADH-45-DEHYDROG-45-A-45-RXN-45-NADH-47-UBIQUINONE-45-9-47-PROTON-47--47-NAD-47-CPD-45-9957-47-PROTON-46-46-46--45-L2R-91-CCO-45-MIT-93_m0	=	m_0	(124742_gene or 113623_gene or 157945_gene or 149704_gene or 116551_gene or 149507_gene)	CustomReaction_m0				(1)  cpd00004[m0] + (5)  cpd00067[m0] + (1)  cpd01351[c0] <=> (1)  cpd00003[m0] + (4)  cpd00067[c0] + (1)  cpd25914[c0]	(1)  NADH[m0] + (5)  H+[m0] + (1)  Ubiquinone-9[c0] <=> (1)  NAD[m0] + (4)  H+[c0] + (1)  ubiquinol(9) [c0]	rxn00000				
R-RXN2T-45-285-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-34_c0[c0] + (1)  cpd00134[c0] <=> (1)  cpd00010[c0] + (1)  cpd25205[c0]	(1)  1-linoleneoyl-2-lyso-phosphatidate[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  CoA[c0] + (1)  1-(9Z,12Z,15Z-octadecatrienoyl) -2-hexadecanoyl-sn-glycero-3-phosphate[c0]	rxn00000				
R-RXN2T-45-133-45-L2R_c0	=	Cytosol_0	149901_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  cpd22787[c0]	(1)  beta-D-Glucose[c0] <=> (1)  beta-D-fructopyranose[c0]	rxn00000				
R-TRANS-45-RXN2T-45-190-45-FUM-47--47-FUM-46-9-46--45-L2R-91-CCO-45-EXTRACELLULAR-93_e0	=	Extracellular_0	113141_gene	CustomReaction_e0				(1)  cpd00106[e0] <=> (1)  cpd00106[c0]	(1)  Fumarate[e0] <=> (1)  Fumarate[c0]	rxn00000				
R-RXN2T-45-280-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-34_c0[c0] + (1)  cpd01393[c0] <=> (1)  M-CPD2T-45-22_c0[c0] + (1)  cpd00010[c0]	(1)  1-linoleneoyl-2-lyso-phosphatidate[c0] + (1)  Icosanoyl-CoA[c0] <=> (1)  1-18:0-2-20:4-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
rxn00022_e0	=	Extracellular_0	(112947_gene)	maltose glucohydrolase_e0		-3.11		(1)  cpd00001[e0] + (1)  cpd00179[e0] <=> (2)  cpd00027[e0]	(1)  H2O[e0] + (1)  Maltose[e0] <=> (2)  D-Glucose[e0]	rxn00022		R00028	Starch and sucrose metabolism	
rxn12264_c0	=	Cytosol_0	121406_gene	GLUTARYL-COA-DEHYDROG-RXN_c0		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00413[c0] <=> (1)  cpd00982[c0] + (1)  cpd01599[c0]	(1)  FAD[c0] + (1)  H+[c0] + (1)  Glutaryl-CoA[c0] <=> (1)  FADH2[c0] + (1)  Glutaconyl-1-CoA[c0]	rxn12264				
R-RXN2T-45-286-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  cpd00134[c0] + (1)  cpd15329[c0] <=> (1)  M-CPD2T-45-70_c0[c0] + (1)  cpd00010[c0]	(1)  Palmitoyl-CoA[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate[c0] <=> (1)  1-16:0-2-18:0-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-TRANS-45-RXN2T-45-219-45-L2R_e0	=	Extracellular_0	115576_gene	CustomReaction_e0				(1)  cpd00158[e0] <=> (1)  cpd00158[c0]	(1)  CELB[e0] <=> (1)  CELB[c0]	rxn00000				
R-TRANS-45-RXN2T-45-223-45-L2R-91-CCO-45-MIT-93_m0	=	m_0	116890_gene	CustomReaction_m0				(1)  cpd00003[c0] <=> (1)  cpd00003[m0]	(1)  NAD[c0] <=> (1)  NAD[m0]	rxn00000				
rxn11040_c0	=	Cytosol_0	113360_gene	RXN-3341.c_c0		0.67		(1)  cpd00003[c0] + (1)  cpd00284[c0] <=> (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00171[c0]	(1)  NAD[c0] + (1)  6-Phospho-D-gluconate[c0] <=> (1)  NADH[c0] + (1)  CO2[c0] + (1)  D-Ribulose5-phosphate[c0]	rxn11040				C1-COMPOUNDS|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Oxidation|OXIDATIVEPENT-PWY|P122-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle|RUMP-PWY|Sugars-And-Polysaccharides|Xylose-Degradation
rxn05746_e0	=	Extracellular_0	(112947_gene)	Maltodextrin glucosidase (maltotriose)_e0		-3.11		(1)  cpd00001[e0] + (1)  cpd01262[e0] <=> (1)  cpd00027[e0] + (1)  cpd00179[e0]	(1)  H2O[e0] + (1)  Amylotriose[e0] <=> (1)  D-Glucose[e0] + (1)  Maltose[e0]	rxn05746	MLTG1			
rxn26896_c0	=	Cytosol_0	114197_gene	CustomReaction_c0		-98.33		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd24501_c0[c0] <=> (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00047[c0] + (1)  cpd08302[c0]	(1)  NADPH[c0] + (1)  O2[c0] + (1)  4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[c0] <=> (1)  H2O[c0] + (1)  NADP[c0] + (1)  Formate[c0] + (1)  4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c0]	rxn26896				Biosynthesis|Lipid-Biosynthesis|PWY66-341|PWY66-4|PWY66-5|Sterol-Biosynthesis
rxn26892_c0	=	Cytosol_0	114197_gene	CustomReaction_c0		-92.58		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd01188[c0] <=> (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd24498_c0[c0]	(1)  NADPH[c0] + (1)  O2[c0] + (1)  H+[c0] + (1)  Lanosterol[c0] <=> (1)  H2O[c0] + (1)  NADP[c0] + (1)  4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[c0]	rxn26892				Biosynthesis|Lipid-Biosynthesis|PWY66-341|PWY66-4|PWY66-5|Sterol-Biosynthesis
rxn28237_c0	=	Cytosol_0	44438_gene	CustomReaction_c0		-3.61		(1)  cpd00080[c0] + (1)  cpd00134[c0] <=> (1)  cpd00010[c0] + (1)  cpd02496[c0]	(1)  Glycerol-3-phosphate[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  CoA[c0] + (1)  1-Palmitoylglycerol 3-phosphate[c0]	rxn28237				
R-RXN2T-45-41-45-L2R_c0	=	Cytosol_0	114316_gene	CustomReaction_c0				(1)  cpd00001[c0] + (2)  cpd00037[c0] <=> (2)  cpd00014[c0] + (2)  cpd00067[c0] + (1)  cpd01157[c0]	(1)  H2O[c0] + (2)  UDP-N-acetylglucosamine[c0] <=> (2)  UDP[c0] + (2)  H+[c0] + (1)  Chitobiose[c0]	rxn00000				
rxn26894_c0	=	Cytosol_0	114197_gene	CustomReaction_c0		-103.55		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd24498_c0[c0] <=> (2)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd24501_c0[c0]	(1)  NADPH[c0] + (1)  O2[c0] + (1)  H+[c0] + (1)  4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[c0] <=> (2)  H2O[c0] + (1)  NADP[c0] + (1)  4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[c0]	rxn26894				Biosynthesis|Lipid-Biosynthesis|PWY66-341|PWY66-4|PWY66-5|Sterol-Biosynthesis
R-RXN2T-45-301-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-34_c0[c0] + (1)  cpd00327[c0] <=> (1)  cpd00010[c0] + (1)  cpd25126[c0]	(1)  1-linoleneoyl-2-lyso-phosphatidate[c0] + (1)  strcoa[c0] <=> (1)  CoA[c0] + (1)  1-18:0-2-18:3-phosphatidate[c0]	rxn00000				
R-RXN2T-45-295-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  M-CPD2T-45-32_c0[c0] <=> (1)  cpd00010[c0] + (1)  cpd25129[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-linoleyl-2-lyso-phosphatidate[c0] <=> (1)  CoA[c0] + (1)  1-(9Z-octadecenoyl) -2-(9Z,12Z,15Z-octadecatrienoyl) -sn-glycero-3-phosphate[c0]	rxn00000				
rxn15174_c0	=	Cytosol_0	121157_gene	CustomReaction_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd01490_c0[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00235[c0]	(1)  ATP[c0] + (1)  beta-D-Mannose[c0] <=> (1)  ADP[c0] + (1)  H+[c0] + (1)  D-mannose-6-phosphate[c0]	rxn15174		R01326_C00159xC02209	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism	
R-ADENINE-45-DEAMINASE-45-RXN-45-L2R_c0	=	Cytosol_0	47666_gene	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd00128[c0] <=> (1)  M-AMMONIA_c0[c0] + (1)  cpd00226[c0]	(1)  H2O[c0] + (1)  Adenine[c0] <=> (1)  ammonia[c0] + (1)  HYXN[c0]	rxn00000				
R-RXN2T-45-289-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-28_c0[c0] + (1)  M-CPD2T-45-69_c0[c0] <=> (1)  M-CPD2T-45-22_c0[c0] + (1)  cpd00010[c0]	(1)  linoleneoyl-CoA[c0] + (1)  1-arachadoylglycerol 3-phosphate[c0] <=> (1)  1-18:0-2-20:4-phosphatidate[c0] + (1)  CoA[c0]	rxn00000				
R-RXN2T-45-296-45-L2R_c0	=	Cytosol_0	124807_gene	CustomReaction_c0				(1)  M-CPD2T-45-27_c0[c0] + (1)  cpd02496[c0] <=> (1)  cpd00010[c0] + (1)  cpd25122[c0]	(1)  linoleoyl-CoA[c0] + (1)  1-Palmitoylglycerol 3-phosphate[c0] <=> (1)  CoA[c0] + (1)  1-16:0-2-18:2-phosphatidate[c0]	rxn00000				
R-ACLSm_m0	=	m_0	106701_gene	CustomReaction_m0				(2)  cpd00020[m0] + (1)  cpd00067[m0] <=> (1)  M-alac-S-m_m0[m0] + (1)  cpd00011[m0]	(2)  Pyruvate[m0] + (1)  H+[m0] <=> (1)  M__S__2_Acetolactate_C5H7O4[m0] + (1)  CO2[m0]	rxn00000				
rxn00288_m0	=	m_0	(117898_gene)	CustomReaction_m0		5.68		(1)  cpd00015[m0] + (1)  cpd00036[m0] <=> (1)  cpd00106[m0] + (1)  cpd00982[m0]	(1)  FAD[m0] + (1)  Succinate[m0] <=> (1)  Fumarate[m0] + (1)  FADH2[m0]	rxn00288	FRD	R00408	Butanoate metabolism|Carbon fixation pathways in prokaryotes	
rxn04137_c0	=	Cytosol_0	(129831_gene)	L-serine:NADP+ 3-oxidoreductase_c0	1.1.1.276	5.22		(1)  cpd00006[c0] + (1)  cpd00054[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08626[c0]	(1)  NADP[c0] + (1)  L-Serine[c0] <=> (1)  NADPH[c0] + (1)  H+[c0] + (1)  2-Aminomalonate semialdehyde[c0]	rxn04137	LSERDHr	R06126		
rxn13004_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16786_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16774_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C24-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C24-CoA[c0]	rxn13004	IFA38_6			
rxn13003_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16785_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16773_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C22-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C22-CoA[c0]	rxn13003	IFA38_5			
R-MTD1_c0	=	Cytosol_0	115424_gene	CustomReaction_c0				(1)  M-m63_c0[c0] + (1)  cpd00125[c0] <=> (1)  cpd00004[c0] + (1)  cpd00347[c0]	(1)  NAD(+) [c0] + (1)  5-10-Methylenetetrahydrofolate[c0] <=> (1)  NADH[c0] + (1)  5-10-Methenyltetrahydrofolate[c0]	rxn00000				
rxn12193_c0	=	Cytosol_0	(134453_gene)	3-isopropylmalate dehydratase_c0		-1.42		(1)  cpd02693[c0] <=> (1)  cpd01646[c0]	(1)  3-Isopropylmalate[c0] <=> (1)  2-Isopropylmalate[c0]	rxn12193	LEU1_1			
rxn13005_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16787_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16775_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C26-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C26-CoA[c0]	rxn13005	IFA38_7			
R-ALG5_c0	=	Cytosol_0	124207_gene	CustomReaction_c0				(1)  M-m119_c0[c0] + (1)  cpd11619[c0] <=> (1)  cpd00014[c0] + (1)  cpd11831_c0[c0]	(1)  UDP-glucose[c0] + (1)  Dolichyl phosphate[c0] <=> (1)  UDP[c0] + (1)  Dolichyl beta-D-glucosyl phosphate[c0]	rxn00000				
R-FUN63_c0	=	Cytosol_0	114478_gene	CustomReaction_c0				(1)  M-m63_c0[c0] + (1)  cpd00114[c0] <=> (1)  cpd00004[c0] + (1)  cpd00497[c0]	(1)  NAD(+) [c0] + (1)  IMP[c0] <=> (1)  NADH[c0] + (1)  XMP[c0]	rxn00000				
rxn13002_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16784_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16772_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C20-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C20-CoA[c0]	rxn13002	IFA38_4			
rxn12999_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16781_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16769_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C14-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C14-CoA[c0]	rxn12999	IFA38_1			
R-ALG6_c0	=	Cytosol_0	127772_gene	CustomReaction_c0				(1)  M-m116_c0[c0] + (1)  cpd11831_c0[c0] <=> (1)  M-m122_c0[c0] + (1)  cpd11619[c0]	(1)  Mannose(8) GlucoseNAc(2) -PP-dolichol[c0] + (1)  Dolichyl beta-D-glucosyl phosphate[c0] <=> (1)  GlucoseMannose(9) GlucoseNAc(2) -PP-dolichol[c0] + (1)  Dolichyl phosphate[c0]	rxn00000				
R-CAB3_c0	=	Cytosol_0	46625_gene	CustomReaction_c0				(1)  M-m185_c0[c0] <=> (1)  cpd00011[c0] + (1)  cpd00834[c0]	(1)  N-((R) -4'-phosphopantothenoyl) -L-cysteine[c0] <=> (1)  CO2[c0] + (1)  Phosphopantetheine[c0]	rxn00000				
rxn13006_m0	=	m_0	(50911_gene)	CustomReaction_m0		-10.53		(1)  cpd00020[m0] + (1)  cpd00094[m0] <=> (1)  cpd00011[m0] + (1)  cpd16794_m0[m0]	(1)  Pyruvate[m0] + (1)  2-Oxobutyrate[m0] <=> (1)  CO2[m0] + (1)  acetohydroxybutyrate[m0]	rxn13006	ILV2_1			
rxn13001_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16783_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16771_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C18-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C18-CoA[c0]	rxn13001	IFA38_3			
rxn00776_c0	=	Cytosol_0	(89070_gene)	uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)_c0		-11.95		(1)  cpd00092[c0] + (1)  cpd00101[c0] <=> (1)  cpd00859[c0]	(1)  Uracil[c0] + (1)  ribose-5-phosphate[c0] <=> (1)  Pseudouridine 5'-phosphate[c0]	rxn00776		R01055	Pyrimidine metabolism	Degradation|NUCLEO-DEG|Purine-Degradation
rxn13000_c0	=	Cytosol_0	120626_gene	CustomReaction_c0		-14.8		(1)  cpd00005[c0] + (1)  cpd16782_c0[c0] <=> (1)  cpd00006[c0] + (1)  cpd16770_c0[c0]	(1)  NADPH[c0] + (1)  3-keto-C16-CoA[c0] <=> (1)  NADP[c0] + (1)  3-hydroxy-C16-CoA[c0]	rxn13000	IFA38_2			
rxn13083_m0	=	m_0	117898_gene	CustomReaction_m0		-214.28		(1)  cpd00982[m0] + (1)  cpd01351[m0] <=> (1)  cpd00015[m0] + (1)  cpd11665[m0]	(1)  FADH2[m0] + (1)  Ubiquinone-9[m0] <=> (1)  FAD[m0] + (1)  QH2[m0]	rxn13083	SDH3_2			
R-r0216_c0	=	Cytosol_0	119906_gene	CustomReaction_c0				(1)  M-STAR_c0[c0] + (1)  cpd00001[c0] <=> (1)  M-GLC_c0[c0]	(1)  starch[c0] + (1)  H2O[c0] <=> (1)  alpha-D-glucose[c0]	rxn00000				
R-r1408_e0	=	Extracellular_0	119867_gene	CustomReaction_e0				(1)  cpd00048[c0] <=> (1)  cpd00048[e0]	(1)  Sulfate[c0] <=> (1)  Sulfate[e0]	rxn00000				
R-r0034_c0	=	Cytosol_0	124934_gene	CustomReaction_c0				(1)  M-F6P_c0[c0] + (1)  cpd00236[c0] <=> (1)  cpd00102[c0] + (1)  cpd00238[c0]	(1)  beta-D-fructofuranose 6-phosphate[c0] + (1)  D-Erythrose4-phosphate[c0] <=> (1)  Glyceraldehyde3-phosphate[c0] + (1)  Sedoheptulose7-phosphate[c0]	rxn00000				
R-r0220_e0	=	Extracellular_0	114480_gene	CustomReaction_e0				(1)  cpd00001[e0] + (1)  cpd28353_e0[e0] <=> (1)  cpd00154[e0]	(1)  H2O[e0] + (1)  Xylans[e0] <=> (1)  Xylose[e0]	rxn00000				
R-r1161_c0	=	Cytosol_0	118433_gene	CustomReaction_c0				(1)  cpd00004[c0] + (1)  cpd00007[c0] + (1)  cpd18071[c0] <=> (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00071[c0] + (1)  cpd00075[c0]	(1)  NADH[c0] + (1)  O2[c0] + (1)  Ethylnitronate[c0] <=> (1)  H2O[c0] + (1)  NAD[c0] + (1)  Acetaldehyde[c0] + (1)  Nitrite[c0]	rxn00000				
rxn00671_m0	=	m_0	(37954_gene)	CustomReaction_m0		-7.14		(1)  cpd00003[m0] + (1)  cpd00010[m0] + (1)  cpd00287[m0] <=> (1)  cpd00004[m0] + (1)  cpd00011[m0] + (1)  cpd00086[m0]	(1)  NAD[m0] + (1)  CoA[m0] + (1)  3-Oxo-2-methylpropanoate[m0] <=> (1)  NADH[m0] + (1)  CO2[m0] + (1)  Propionyl-CoA[m0]	rxn00671	MMSAD1	R00922		
R-r1267_x0	=	x_0	124687_gene	CustomReaction_x0				(1)  cpd03124[c0] <=> (1)  cpd03124[x0]	(1)  Hexanoyl-CoA[c0] <=> (1)  Hexanoyl-CoA[x0]	rxn00000				
R-r1280_x0	=	x_0	124687_gene	CustomReaction_x0				(1)  cpd00134[c0] <=> (1)  cpd00134[x0]	(1)  Palmitoyl-CoA[c0] <=> (1)  Palmitoyl-CoA[x0]	rxn00000				
R-r1259_x0	=	x_0	123328_gene	CustomReaction_x0				(1)  cpd00388[c0] <=> (1)  cpd00388[x0]	(1)  Allantoate[c0] <=> (1)  Allantoate[x0]	rxn00000				
R-r0177_c0	=	Cytosol_0	57462_gene	CustomReaction_c0				(1)  cpd00004[c0] + (1)  cpd00212[c0] <=> (1)  cpd00003[c0] + (1)  cpd00588[c0]	(1)  NADH[c0] + (1)  L-Sorbose[c0] <=> (1)  NAD[c0] + (1)  Sorbitol[c0]	rxn00000				
R-r0483_c0	=	Cytosol_0	119884_gene	CustomReaction_c0				(1)  cpd03426[c0] <=> (1)  cpd00557[c0]	(1)  Sirohydrochlorin[c0] <=> (1)  Siroheme[c0]	rxn00000				
R-r1226_m0	=	m_0	114170_gene	CustomReaction_m0				(1)  cpd00032[c0] <=> (1)  cpd00032[m0]	(1)  Oxaloacetate[c0] <=> (1)  Oxaloacetate[m0]	rxn00000				
R-r1269_x0	=	x_0	124687_gene	CustomReaction_x0				(1)  cpd01393[c0] <=> (1)  cpd01393[x0]	(1)  Icosanoyl-CoA[c0] <=> (1)  Icosanoyl-CoA[x0]	rxn00000				
R-r0123_c0	=	Cytosol_0	121788_gene	CustomReaction_e0				(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd27865_c0[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd27865_e0[e0]	(1)  H2O[c0] + (1)  ATP[c0] + (1)  Phospholipids[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (1)  Phospholipids[e0]	rxn00000				
